"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"43","admin.","married","secondary","no","1138","no","no","cellular","16","apr","132","2","-1","0","unknown","no"
"46","technician","married","tertiary","no","157","no","no","cellular","5","feb","120","2","224","1","failure","no"
"35","blue-collar","married","secondary","no","229","no","no","unknown","26","may","435","3","-1","0","unknown","no"
"33","management","married","tertiary","no","3696","no","no","cellular","19","nov","305","1","182","3","failure","no"
"41","blue-collar","married","unknown","no","402","yes","no","cellular","15","jul","368","2","-1","0","unknown","no"
"32","admin.","divorced","secondary","no","4","yes","no","cellular","30","apr","48","1","-1","0","unknown","no"
"22","services","single","secondary","no","2273","no","yes","cellular","2","jul","98","1","-1","0","unknown","no"
"49","blue-collar","married","primary","no","1019","yes","no","cellular","16","apr","285","5","-1","0","unknown","no"
"39","services","married","secondary","no","8876","no","no","cellular","4","may","106","1","91","2","failure","no"
"47","management","married","tertiary","no","385","yes","no","cellular","17","apr","145","1","323","4","failure","no"
"44","blue-collar","married","secondary","no","6491","yes","no","unknown","29","may","244","1","-1","0","unknown","no"
"45","self-employed","married","primary","no","373","no","no","cellular","29","aug","82","11","-1","0","unknown","no"
"47","management","single","tertiary","no","0","no","no","cellular","21","aug","136","2","-1","0","unknown","no"
"69","retired","married","primary","no","2346","no","no","cellular","11","feb","354","2","-1","0","unknown","yes"
"44","technician","divorced","secondary","no","314","yes","no","unknown","12","aug","18","1","651","1","success","no"
"27","blue-collar","single","secondary","no","14","no","no","unknown","14","may","72","2","-1","0","unknown","no"
"35","unemployed","single","tertiary","no","415","no","no","cellular","4","feb","649","1","176","1","failure","yes"
"60","technician","married","secondary","no","2389","yes","yes","cellular","4","may","287","1","-1","0","unknown","no"
"55","blue-collar","married","primary","no","663","yes","no","cellular","6","may","230","1","-1","0","unknown","no"
"30","blue-collar","single","primary","no","464","yes","no","cellular","13","apr","686","1","-1","0","unknown","no"
"37","blue-collar","divorced","secondary","yes","-689","no","no","unknown","18","jun","15","1","-1","0","unknown","no"
"46","admin.","divorced","secondary","no","984","yes","no","cellular","12","may","181","4","369","5","failure","no"
"29","technician","married","secondary","no","782","yes","no","unknown","16","may","131","1","-1","0","unknown","no"
"23","student","single","secondary","no","922","no","no","cellular","1","sep","81","5","99","3","other","no"
"32","technician","married","secondary","no","587","yes","no","unknown","23","may","203","1","-1","0","unknown","no"
"41","technician","married","secondary","no","77","yes","no","cellular","7","may","56","1","-1","0","unknown","no"
"43","admin.","married","secondary","no","2682","no","no","cellular","30","jul","103","8","-1","0","unknown","no"
"34","services","married","secondary","no","1005","yes","no","cellular","15","jul","274","3","-1","0","unknown","no"
"29","blue-collar","married","primary","no","5","no","no","cellular","3","jun","321","1","-1","0","unknown","yes"
"46","management","married","secondary","no","0","no","no","cellular","27","aug","38","6","-1","0","unknown","no"
"31","blue-collar","single","secondary","no","2089","yes","no","unknown","20","may","34","1","-1","0","unknown","no"
"37","blue-collar","single","primary","no","1388","yes","no","telephone","12","may","66","2","356","1","other","no"
"60","blue-collar","married","primary","no","1477","yes","no","cellular","16","jul","69","3","-1","0","unknown","no"
"82","housemaid","divorced","primary","no","1381","no","no","cellular","28","jul","844","5","181","4","failure","yes"
"57","admin.","married","secondary","no","2","no","no","telephone","10","jul","144","2","-1","0","unknown","no"
"33","technician","single","tertiary","no","8047","yes","no","cellular","18","may","202","1","263","13","failure","no"
"29","admin.","divorced","tertiary","yes","0","no","yes","cellular","9","jul","426","3","-1","0","unknown","yes"
"28","management","single","tertiary","no","2253","yes","no","unknown","18","jun","906","2","-1","0","unknown","no"
"33","blue-collar","married","secondary","no","0","no","no","unknown","23","may","211","3","-1","0","unknown","no"
"32","admin.","divorced","secondary","no","298","yes","no","cellular","9","feb","12","4","-1","0","unknown","no"
"28","student","single","tertiary","no","2306","no","no","cellular","29","oct","140","2","-1","0","unknown","no"
"48","technician","married","secondary","no","862","no","no","cellular","30","jul","160","2","-1","0","unknown","no"
"33","technician","married","tertiary","no","525","yes","yes","cellular","30","jan","499","1","247","1","failure","no"
"59","management","married","primary","no","3694","yes","no","unknown","5","jun","21","10","-1","0","unknown","no"
"31","technician","single","tertiary","no","127","yes","no","cellular","16","jul","122","1","-1","0","unknown","no"
"31","blue-collar","single","secondary","no","707","yes","no","cellular","18","may","52","2","-1","0","unknown","no"
"32","management","married","tertiary","no","2349","no","no","cellular","14","aug","134","5","-1","0","unknown","no"
"38","technician","married","secondary","no","976","yes","no","cellular","14","jul","766","3","-1","0","unknown","yes"
"55","blue-collar","married","secondary","no","212","yes","no","unknown","19","may","324","2","-1","0","unknown","no"
"60","retired","divorced","secondary","no","2047","yes","no","telephone","21","jul","241","3","-1","0","unknown","no"
"48","management","married","tertiary","no","3419","yes","no","cellular","17","nov","75","1","-1","0","unknown","no"
"39","unemployed","divorced","secondary","no","507","yes","no","unknown","12","may","150","7","-1","0","unknown","no"
"27","admin.","married","secondary","no","710","yes","yes","cellular","6","may","653","1","334","2","success","yes"
"45","blue-collar","married","primary","no","660","yes","no","cellular","14","jul","329","2","-1","0","unknown","no"
"59","retired","divorced","secondary","no","602","no","no","unknown","20","jun","89","3","-1","0","unknown","no"
"32","management","single","tertiary","no","347","yes","no","cellular","18","may","213","1","264","6","failure","no"
"33","blue-collar","married","primary","no","463","yes","no","unknown","23","may","230","1","-1","0","unknown","no"
"30","self-employed","married","tertiary","yes","-1083","yes","no","cellular","6","may","401","1","336","2","failure","no"
"41","admin.","single","secondary","no","26","no","no","cellular","8","jul","428","1","-1","0","unknown","no"
"56","self-employed","married","tertiary","no","350","no","no","cellular","3","feb","83","3","-1","0","unknown","no"
"40","management","single","tertiary","no","3877","yes","no","unknown","6","may","145","1","-1","0","unknown","no"
"33","management","single","tertiary","no","2637","no","no","cellular","28","aug","583","17","-1","0","unknown","yes"
"28","technician","single","tertiary","no","-31","yes","no","unknown","19","may","257","1","-1","0","unknown","no"
"31","management","single","tertiary","no","308","yes","yes","cellular","28","jan","262","2","268","2","other","no"
"31","blue-collar","married","secondary","no","0","yes","no","unknown","5","may","143","1","-1","0","unknown","no"
"34","blue-collar","married","secondary","yes","1","yes","no","cellular","9","jul","394","1","-1","0","unknown","no"
"42","services","divorced","secondary","no","108","no","no","cellular","25","jul","360","13","-1","0","unknown","no"
"47","unemployed","married","primary","no","0","no","no","unknown","18","jun","308","1","-1","0","unknown","no"
"54","blue-collar","divorced","secondary","no","244","yes","yes","cellular","18","may","9","11","350","11","other","no"
"32","technician","married","secondary","no","2693","yes","no","unknown","21","may","16","1","-1","0","unknown","no"
"44","blue-collar","married","unknown","no","15578","yes","no","unknown","29","may","401","1","-1","0","unknown","no"
"48","blue-collar","married","primary","no","2227","no","no","cellular","18","aug","98","12","-1","0","unknown","no"
"25","blue-collar","married","secondary","no","0","no","yes","cellular","15","jul","1424","4","-1","0","unknown","yes"
"52","management","married","secondary","no","3258","no","no","unknown","5","jun","234","3","-1","0","unknown","no"
"32","blue-collar","married","primary","no","3136","yes","no","cellular","19","nov","820","1","-1","0","unknown","yes"
"28","admin.","married","secondary","no","0","yes","yes","cellular","26","may","89","1","-1","0","unknown","no"
"33","admin.","married","tertiary","no","79","yes","no","cellular","22","oct","249","2","335","2","failure","yes"
"33","admin.","single","secondary","no","61","no","no","cellular","24","jul","286","4","-1","0","unknown","no"
"37","technician","married","secondary","no","-254","yes","yes","unknown","28","may","256","2","-1","0","unknown","no"
"45","technician","married","primary","no","6535","no","no","cellular","30","jul","639","2","-1","0","unknown","no"
"30","management","married","tertiary","no","144","yes","no","cellular","25","aug","23","17","-1","0","unknown","no"
"49","technician","married","secondary","no","12531","no","no","cellular","13","aug","77","8","-1","0","unknown","no"
"30","management","married","tertiary","no","357","yes","no","cellular","8","apr","78","2","289","2","other","no"
"41","management","married","tertiary","no","-556","yes","yes","unknown","26","may","127","3","-1","0","unknown","no"
"42","self-employed","divorced","secondary","no","484","yes","no","cellular","17","jul","277","3","-1","0","unknown","no"
"38","blue-collar","married","primary","no","362","yes","no","unknown","8","may","100","5","-1","0","unknown","no"
"34","entrepreneur","married","tertiary","no","1076","yes","no","cellular","5","feb","136","10","-1","0","unknown","yes"
"22","technician","single","secondary","no","28","yes","no","unknown","27","may","121","2","-1","0","unknown","no"
"26","admin.","single","secondary","no","1200","no","no","cellular","29","jan","232","3","-1","0","unknown","no"
"32","management","divorced","tertiary","no","12","no","no","cellular","17","jul","321","1","-1","0","unknown","no"
